Sezon,Ora,Temperatura,Umbra,Radiatia Solara,Kw
Vara,12,29,62,2,2998
Toamna,11,20,35,10,494
Vara,12,33,4,6,1019
Toamna,13,21,72,8,597
Vara,11,37,87,8,3908
Vara,15,40,31,7,2080
Primavara,15,25,87,3,1285
Primavara,12,29,75,8,1728
Toamna,13,18,61,10,915
Toamna,11,19,97,7,677
Vara,14,37,80,8,3106
Iarna,15,-20,9,7,80
Primavara,16,17,35,7,912
Primavara,8,23,69,5,1610
Toamna,11,15,93,10,821
Toamna,9,22,68,2,723
Iarna,8,-17,3,2,181
Primavara,9,24,97,7,1766
Toamna,10,15,72,2,757
Vara,16,40,21,8,508
Toamna,14,19,91,2,803
Vara,12,35,23,10,1066
Vara,16,25,0,2,2324
Toamna,14,11,56,3,500
Primavara,15,20,9,7,849
Iarna,13,-7,36,9,216
Toamna,13,10,62,5,574
Primavara,12,30,95,7,1531
Vara,13,27,29,8,783
Toamna,13,16,18,7,444
Toamna,14,13,77,6,940
Primavara,10,29,92,4,2104
Vara,13,39,95,3,3172
Primavara,11,21,95,5,1236
Primavara,16,17,46,5,675
Vara,11,36,92,5,2857
Vara,8,30,82,4,3930
Vara,9,25,1,8,1260
Vara,14,37,81,5,3680
Iarna,12,-16,84,10,467
Toamna,16,18,30,2,388
Vara,11,39,77,5,3525
Vara,11,39,12,5,708
Vara,11,32,93,5,3001
Vara,9,36,14,7,1125
Primavara,11,24,60,10,2087
Iarna,9,-12,29,8,81
Iarna,10,5,32,7,161
Toamna,16,18,73,4,678
Toamna,15,22,38,9,200
Toamna,9,20,5,5,432
Vara,12,32,84,4,4526
Toamna,12,20,82,5,536
Toamna,9,21,88,10,715
Toamna,12,25,18,5,382
Iarna,9,-8,33,3,143
Toamna,13,13,43,2,423
Primavara,8,21,69,4,1710
Toamna,15,15,50,7,196
Toamna,13,13,82,7,608
Iarna,9,1,48,7,236
Primavara,15,24,59,2,1847
Iarna,13,-15,13,2,108
Primavara,9,25,100,6,1789
Primavara,15,29,48,4,968
Toamna,15,22,90,2,609
Primavara,11,22,18,8,588
Toamna,12,13,64,9,518
Toamna,8,12,69,4,556
Toamna,11,25,68,5,746
Primavara,14,30,1,8,663
Primavara,16,30,4,2,998
Toamna,11,22,9,9,244
Toamna,13,19,48,2,126
Primavara,11,30,17,9,668
Primavara,11,28,74,8,2189
Primavara,8,24,41,8,746
Toamna,11,21,51,8,713
Toamna,16,16,56,10,622
Toamna,15,12,91,9,604
Iarna,13,-19,41,3,204
Iarna,12,-14,13,2,229
Iarna,11,-6,72,10,364
Primavara,12,22,41,9,641
Vara,12,34,98,10,3495
Vara,9,38,49,2,1244
Primavara,10,17,80,6,1246
Iarna,14,2,50,2,134
Vara,10,38,61,4,2729
Vara,13,31,75,4,2552
Primavara,16,26,99,4,2458
Primavara,12,29,37,5,987
Vara,8,39,52,4,4992
Primavara,12,23,98,5,1799
Vara,14,35,15,9,1194
Toamna,12,13,69,5,646
Iarna,8,-15,66,4,298
Iarna,10,-7,79,9,491
Toamna,15,23,77,5,551
Vara,9,36,51,2,3978
Primavara,16,24,47,4,883
Toamna,12,23,12,6,181
Iarna,15,5,95,10,293
Primavara,12,30,99,4,1355
Vara,16,25,49,10,1832
Toamna,13,19,70,7,574
Toamna,10,13,84,7,852
Toamna,9,17,0,8,156
Iarna,11,-9,51,3,314
Iarna,11,-10,46,2,68
Primavara,11,22,86,3,1605
Toamna,9,18,47,9,201
Toamna,15,15,76,7,806
Primavara,13,19,52,7,1913
Primavara,11,30,62,2,1114
Vara,12,35,57,5,4860
Primavara,16,29,55,5,2280
Iarna,12,-3,10,6,170
Primavara,12,22,10,5,606
Vara,16,25,69,3,3976
Vara,10,35,50,4,2116
Toamna,12,14,21,5,370
Vara,14,30,70,7,4314
Primavara,16,16,10,9,946
Toamna,13,16,100,5,963
Vara,9,25,56,7,2634
Iarna,15,-14,27,6,201
Vara,15,34,78,10,4063
Iarna,15,0,64,5,487
Primavara,12,25,40,7,975
Vara,11,28,37,3,1091
Vara,11,26,5,6,693
Vara,15,32,9,3,711
Iarna,9,-19,65,2,282
Toamna,15,17,16,3,210
Toamna,11,15,69,3,500
Toamna,15,10,40,5,200
Iarna,9,-9,12,7,82
Vara,12,38,24,9,759
Toamna,9,11,98,10,579
Primavara,16,18,89,10,2088
Primavara,16,21,97,7,1397
Vara,8,36,47,4,1941
Primavara,16,26,9,9,891
Vara,11,34,51,6,4306
Toamna,11,17,20,4,102
Iarna,11,3,92,8,474
Vara,8,38,89,4,2637
Iarna,12,-13,30,10,177
Toamna,16,16,84,8,566
Primavara,10,27,75,2,1580
Iarna,13,3,31,3,47
Toamna,11,17,31,4,323
Toamna,12,14,89,10,951
Primavara,14,25,67,5,1622
Iarna,13,2,9,8,122
Iarna,10,-5,7,9,227
Vara,14,30,24,2,1663
Toamna,8,14,7,3,407
Iarna,14,-1,27,6,69
Primavara,8,20,99,4,2394
Iarna,12,-4,54,10,332
Primavara,12,21,1,7,739
Vara,11,39,18,5,1965
Toamna,15,21,29,4,321
Iarna,11,-14,75,10,300
Iarna,10,-9,81,3,488
Iarna,9,3,44,3,172
Toamna,12,21,26,7,338
Vara,12,28,7,4,1931
Toamna,16,21,18,5,186
Primavara,13,20,15,3,640
Primavara,9,29,87,8,2274
Primavara,13,25,40,4,607
Toamna,13,24,76,2,979
Iarna,13,-5,54,9,305
Iarna,12,-15,99,7,475
Toamna,13,16,50,6,143
Iarna,13,-14,42,2,184
Primavara,9,26,2,5,783
Primavara,12,27,47,7,977
Vara,16,27,70,4,4497
Toamna,10,24,74,2,940
Toamna,10,16,100,3,929
Primavara,11,26,2,9,947
Vara,14,40,52,9,3302
Vara,11,33,6,7,1530
Toamna,15,23,26,4,354
Toamna,8,20,93,5,968
Vara,9,26,72,7,4257
Vara,15,33,70,7,4665
Vara,15,33,92,4,4733
Vara,10,33,38,8,1379
Iarna,16,-6,40,2,120
Iarna,16,-11,87,3,491
Vara,13,30,14,9,1413
Iarna,9,-16,87,5,453
Primavara,14,29,74,7,2034
Primavara,15,16,13,7,823
Vara,8,37,22,4,2016
Vara,14,28,48,4,1427
Primavara,8,24,57,3,1519
Primavara,10,20,48,3,606
Toamna,14,18,77,4,968
Toamna,12,24,0,2,121
Iarna,14,-2,90,9,385
Iarna,15,2,65,2,339
Toamna,14,21,27,5,366
Primavara,11,17,1,4,602
Iarna,16,-20,86,8,479
Primavara,8,17,19,4,873
Primavara,8,17,45,7,946
Vara,14,40,74,10,4888
Toamna,16,13,90,3,871
Primavara,16,18,36,4,960
Primavara,8,19,22,8,914
Vara,15,35,0,7,1277
Iarna,12,-2,98,9,323
Vara,8,37,29,3,2235
Toamna,16,25,17,10,327
Vara,16,25,74,2,4509
Vara,11,35,65,9,4969
Iarna,10,-8,76,4,281
Primavara,9,30,98,10,1484
Iarna,8,4,76,10,365
Iarna,13,-8,80,8,371
Iarna,10,-3,47,6,172
Primavara,11,21,59,5,1955
Primavara,12,30,25,3,537
Primavara,16,16,34,8,576
Primavara,10,20,79,4,1641
Vara,14,38,22,5,632
Vara,16,35,10,8,1697
Primavara,9,26,95,10,1929
Toamna,14,19,48,5,163
Vara,16,38,81,2,4382
Iarna,13,-17,9,8,223
Vara,12,31,12,7,547
Toamna,9,24,53,7,674
Primavara,15,23,61,9,2226
Vara,16,39,28,3,586
Iarna,15,-16,15,5,160
Toamna,9,24,53,9,795
Vara,13,39,88,8,3035
Vara,15,36,78,2,2550
Toamna,13,23,19,2,308
Primavara,10,30,22,3,998
Primavara,16,18,94,10,1011
Primavara,16,15,99,6,2258
Vara,14,28,48,7,1897
Toamna,14,11,72,5,863
Toamna,10,13,10,8,426
Toamna,8,17,50,6,197
Vara,13,31,79,7,4576
Primavara,11,21,79,2,1085
Toamna,13,13,14,2,431
Toamna,10,12,50,8,206
Iarna,12,-11,37,3,84
Primavara,15,16,42,4,837
Primavara,8,26,37,3,673
Toamna,14,21,76,4,820
Iarna,12,-3,65,3,484
Vara,10,26,31,3,2221
Iarna,12,-7,33,5,243
Vara,11,32,72,6,2859
Toamna,12,22,90,3,787
Toamna,8,10,42,2,123
Iarna,10,-11,24,5,103
Iarna,13,-13,1,4,29
Primavara,13,27,55,10,2083
Primavara,9,24,36,6,653
Vara,15,28,54,2,3405
Iarna,10,-6,34,9,29
Vara,16,29,9,4,793
Vara,8,30,70,6,4501
Toamna,13,18,19,9,372
Iarna,10,-17,3,5,55
Primavara,13,16,2,6,954
Vara,9,30,78,6,3018
Toamna,9,14,97,4,954
Iarna,8,-4,20,7,31
Iarna,16,-14,7,3,210
Vara,11,30,72,3,3919
Iarna,10,-17,8,5,74
Toamna,10,13,12,3,112
Vara,8,31,78,9,4153
Vara,16,26,25,10,2407
Iarna,10,-6,30,10,87
Vara,16,35,14,10,1764
Vara,8,30,49,5,2184
Toamna,15,20,99,10,795
Primavara,9,27,1,2,925
Toamna,11,16,70,9,522
Vara,16,34,3,10,837
Primavara,8,19,44,8,620
Toamna,13,11,64,4,694
Toamna,11,14,97,4,574
Primavara,10,20,4,10,612
Vara,13,36,12,9,1789
Toamna,12,22,89,2,834
Toamna,16,14,29,8,223
Vara,9,29,65,2,3013
Iarna,12,-19,15,10,152
Vara,12,29,74,5,3371
Vara,14,35,45,6,2149
Vara,12,33,35,6,1513
Vara,9,25,47,2,1624
Iarna,8,-19,73,2,435
Toamna,8,24,6,5,365
Iarna,12,-12,89,5,464
Toamna,9,15,76,6,724
Toamna,8,18,56,9,964
Toamna,15,20,38,9,274
Toamna,10,21,79,5,871
Iarna,10,-2,40,7,118
Vara,11,29,72,2,4267
Iarna,10,1,100,3,271
Toamna,9,24,12,6,192
Iarna,8,-9,82,6,269
Toamna,11,11,47,3,382
Iarna,15,-4,20,7,24
Primavara,10,28,35,5,594
Primavara,12,30,79,8,1156
Toamna,10,10,81,3,515
Primavara,16,28,47,8,789
Primavara,12,19,77,6,1629
Vara,10,39,16,3,1458
Toamna,16,10,10,9,143
Toamna,12,10,40,7,306
Vara,16,29,46,2,2307
Primavara,14,17,33,2,561
Toamna,12,23,82,10,684
Toamna,9,18,91,10,893
Vara,14,34,24,4,2013
Iarna,16,-14,35,5,118
Primavara,11,29,16,3,927
Toamna,16,11,59,5,556
Primavara,13,16,17,7,803
Iarna,11,-10,21,8,246
Vara,15,40,77,6,4422
Vara,13,30,38,9,852
Toamna,11,16,82,3,911
Vara,9,33,1,4,1766
Vara,14,29,84,5,2801
Iarna,13,-8,29,2,211
Vara,11,38,11,8,2062
Vara,8,31,66,10,4725
Primavara,9,17,99,9,2060
Primavara,10,26,85,3,1310
Toamna,9,25,71,8,957
Primavara,8,18,76,2,1612
Toamna,15,25,71,9,940
Iarna,9,0,53,4,402
Iarna,14,-5,12,2,162
Primavara,15,20,22,3,739
Vara,10,29,76,6,4302
Iarna,13,-10,36,3,238
Iarna,16,1,14,3,59
Primavara,10,22,91,10,1867
Primavara,14,18,83,10,1956
Vara,11,37,87,10,3431
Iarna,13,-1,49,3,115
Toamna,16,20,95,4,691
Toamna,12,24,35,10,225
Vara,8,31,62,10,4919
Vara,9,40,97,7,2777
Vara,10,33,86,2,4011
Toamna,9,25,4,6,108
Vara,14,31,19,5,2172
Iarna,14,-11,64,8,462
Primavara,14,21,88,3,1073
Primavara,9,30,18,6,903
Vara,8,34,44,7,2111
Primavara,8,29,41,5,608
Iarna,12,-16,92,10,266
Toamna,14,15,83,3,505
Toamna,14,14,8,9,101
Toamna,9,19,50,2,362
Toamna,9,20,64,6,766
Vara,8,38,32,10,976
Toamna,13,10,68,9,545
Primavara,10,21,43,9,662
Toamna,15,20,37,8,197
Vara,8,28,93,6,3599
Iarna,13,-8,2,5,223
Iarna,16,1,24,8,83
Iarna,12,-9,59,10,404
Primavara,8,25,13,5,851
Iarna,10,-13,62,8,493
Iarna,14,-2,85,8,408
Primavara,13,15,34,2,703
Primavara,9,19,58,3,1393
Iarna,11,-11,10,2,244
Toamna,14,14,41,10,493
Iarna,14,-2,27,6,145
Iarna,13,-6,73,6,305
Vara,15,33,79,7,4959
Toamna,11,10,66,4,823
Primavara,10,24,61,9,2043
Toamna,11,20,28,7,485
Iarna,11,-16,55,8,298
Vara,11,40,67,7,2650
Vara,8,31,38,8,920
Toamna,13,14,4,7,258
Vara,8,32,33,6,2151
Vara,15,32,68,2,4421
Vara,11,38,7,2,1916
Vara,10,35,95,3,4415
Vara,15,28,99,8,4050
Primavara,8,29,56,7,2080
Vara,9,40,70,9,4411
Vara,15,32,92,6,4395
Toamna,10,21,72,10,647
Toamna,13,11,95,10,934
Toamna,8,15,9,6,111
Toamna,16,23,96,10,895
Iarna,16,-4,62,4,394
Iarna,15,-18,59,3,438
Primavara,16,29,15,3,685
Vara,15,37,71,9,3344
Primavara,9,24,47,4,894
Iarna,12,1,30,6,113
Primavara,12,18,64,8,1766
Iarna,8,-11,42,3,236
Toamna,14,13,11,3,462
Iarna,10,-2,25,7,192
Toamna,8,21,16,4,422
Toamna,12,10,98,2,921
Primavara,16,18,96,6,2340
Iarna,11,-18,2,10,174
Iarna,10,5,16,6,220
Toamna,14,21,26,5,427
Iarna,14,-16,80,4,323
Toamna,11,18,81,10,853
Iarna,11,-7,22,5,118
Toamna,15,16,69,6,933
Primavara,9,23,60,2,1728
Toamna,11,13,76,9,703
Primavara,11,27,63,8,1300
Iarna,9,-17,75,8,430
Iarna,9,1,38,6,32
Vara,15,28,91,5,4873
Toamna,15,21,35,5,422
Primavara,12,27,69,3,1680
Toamna,11,16,96,3,982
Vara,13,26,49,8,1196
Iarna,8,5,37,10,152
Vara,10,38,3,7,1008
Vara,10,39,51,6,4813
Vara,13,30,2,5,805
Toamna,12,20,47,8,390
Toamna,13,15,29,3,128
Toamna,16,18,5,9,150
Primavara,15,20,78,4,1748
Primavara,9,23,69,10,1985
Vara,13,29,26,5,697
Iarna,10,-7,80,2,290
Primavara,12,21,4,8,552
Primavara,15,16,73,6,2162
Iarna,14,2,87,3,483
Toamna,10,22,24,2,444
Toamna,12,25,79,9,723
Toamna,13,12,86,5,535
Primavara,13,19,49,6,863
Toamna,11,11,32,4,492
Iarna,10,0,44,9,185
Primavara,12,26,77,6,1253
Primavara,11,17,31,7,755
Toamna,10,10,57,3,953
Iarna,15,-1,33,3,147
Vara,12,38,68,5,4247
Vara,16,29,77,10,4460
Vara,13,25,63,4,4162
Toamna,15,11,86,5,721
Iarna,14,-7,93,4,360
Iarna,15,-17,12,3,10
Vara,16,36,57,10,2906
Iarna,8,-1,18,10,41
Iarna,10,-5,85,9,449
Vara,10,37,71,8,2542
Primavara,13,28,21,3,924
Primavara,15,23,93,9,1989
Primavara,15,17,48,10,873
Toamna,11,10,83,4,698
Iarna,14,-8,93,2,447
Vara,9,39,68,9,4779
Primavara,12,26,51,4,1921
Primavara,15,28,55,6,1033
Iarna,10,-14,24,7,11
Iarna,12,4,77,9,314
Vara,15,29,100,9,2899
Primavara,15,15,100,7,1565
Vara,15,29,33,8,2265
Toamna,13,22,95,4,731
Toamna,8,19,35,10,435
Primavara,10,17,16,3,756
Toamna,8,24,78,9,508
Vara,16,25,3,4,2182
Vara,8,26,46,9,1448
Iarna,8,-12,6,5,187
Toamna,15,19,37,5,359
Vara,8,29,50,10,893
Primavara,8,20,82,2,1446
Primavara,9,23,52,7,1165
Toamna,12,11,33,2,288
Vara,11,36,63,5,4216
Iarna,10,-6,15,7,112
Toamna,9,25,87,7,819
Primavara,8,23,19,9,597
Primavara,11,17,15,6,915
Toamna,12,21,30,6,352
Vara,11,25,54,10,3720
Vara,16,39,49,4,1855
Vara,14,34,98,5,2817
Iarna,15,-17,97,5,475
Primavara,8,24,28,8,843
Primavara,8,30,13,4,719
Iarna,10,3,84,2,496
Toamna,12,17,93,5,575
Toamna,10,19,12,3,277
Iarna,9,-4,71,5,452
Primavara,12,20,31,7,687
Primavara,16,28,20,4,593
Primavara,14,30,31,9,550
Toamna,8,15,3,6,170
Vara,12,31,31,3,1959
Toamna,9,25,67,2,641
Iarna,15,-20,9,3,241
Toamna,9,19,86,10,939
Vara,13,36,50,5,1685
Primavara,11,18,1,5,548
Iarna,15,-18,100,4,466
Toamna,15,25,11,9,241
Primavara,10,23,13,8,964
Primavara,11,16,78,4,2376
Toamna,10,11,10,3,266
Toamna,10,21,51,3,856
Vara,9,37,78,6,2810
Iarna,12,-16,3,10,14
Vara,15,40,67,2,3493
Iarna,12,-8,23,2,37
Primavara,10,18,15,6,671
Primavara,11,26,6,6,545
Primavara,8,29,8,5,807
Iarna,11,-8,73,4,463
Vara,10,29,49,3,2269
Primavara,12,28,97,9,1233
Toamna,15,17,28,10,314
Toamna,16,17,73,7,688
Primavara,14,17,0,8,940
Iarna,12,4,65,9,436
Iarna,8,-3,50,8,240
Primavara,8,21,2,9,935
Primavara,9,23,4,7,753
Iarna,10,-7,19,4,70
Primavara,12,30,26,8,863
Vara,16,33,81,9,2700
Toamna,12,25,99,5,612
Vara,9,33,64,6,3022
Vara,13,33,73,8,2865
Primavara,14,18,0,5,750
Vara,8,38,82,3,3624
Toamna,14,16,13,3,442
Primavara,9,20,36,9,971
Iarna,16,-19,78,9,254
Primavara,9,15,79,10,1357
Vara,15,34,38,2,2041
Primavara,12,30,75,5,1724
Vara,9,35,40,7,1173
Primavara,10,19,10,5,711
Toamna,14,17,29,7,115
Vara,16,35,69,5,3755
Iarna,8,-1,14,4,100
Vara,8,32,27,6,1168
Vara,13,35,53,3,2966
Iarna,16,0,55,3,416
Iarna,11,-17,25,3,191
Toamna,12,14,0,9,452
Primavara,15,25,42,4,558
Toamna,9,20,14,7,475
Toamna,10,20,33,9,448
Primavara,12,19,28,3,540
Vara,12,37,23,2,1677
Toamna,13,20,16,7,152
Primavara,11,29,53,6,1695
Toamna,15,21,80,9,639
Primavara,13,16,87,9,1998
Vara,16,31,88,5,3276
Iarna,14,1,29,5,98
Vara,16,30,1,9,2151
Vara,12,30,96,5,4854
Toamna,10,21,70,2,932
Primavara,11,15,65,10,1651
Vara,12,25,93,10,3262
Toamna,13,12,56,8,857
Toamna,15,11,67,9,586
Iarna,11,-11,79,8,322
Iarna,14,1,86,3,250
Toamna,12,24,60,9,613
Iarna,9,-5,32,10,239
Primavara,15,24,27,4,550
Primavara,10,17,38,2,946
Vara,14,30,90,10,2758
Vara,15,40,90,8,2974
Toamna,9,24,26,9,158
Toamna,8,17,91,2,519
Primavara,13,27,15,6,722
Iarna,13,-18,17,2,215
Vara,16,40,82,10,2968
Primavara,8,15,73,3,2335
Vara,15,25,9,6,775
Toamna,13,24,84,5,557
Iarna,9,-11,58,10,322
Vara,10,38,38,6,1516
Vara,8,34,99,4,3528
Toamna,8,15,32,3,133
Toamna,14,20,53,3,654
Toamna,16,18,95,4,977
Toamna,16,24,32,4,220
Primavara,12,19,70,4,1116
Primavara,11,25,17,7,820
Vara,15,30,93,5,4480
Toamna,10,17,10,6,489
Primavara,11,25,32,3,607
Iarna,15,-3,90,2,277
Toamna,12,20,9,9,398
Primavara,10,27,74,5,1416
Primavara,10,16,47,5,894
Iarna,16,-7,98,4,351
Primavara,8,22,95,10,1395
Toamna,12,20,42,3,167
Vara,14,29,18,7,1467
Iarna,12,-5,23,5,148
Iarna,16,0,26,4,8
Vara,16,37,87,2,4384
Toamna,9,23,23,8,147
Vara,8,28,34,3,2106
Vara,15,40,3,10,817
Iarna,11,-20,41,10,29
Toamna,14,17,14,6,427
Primavara,13,19,94,7,2167
Vara,12,25,43,3,520
Iarna,12,-17,54,8,314
Primavara,12,25,12,10,959
Iarna,14,4,70,10,435
Toamna,16,20,73,9,847
Iarna,8,-13,92,8,250
Toamna,12,22,9,10,211
Iarna,13,1,13,5,147
Vara,11,25,76,4,2766
Toamna,9,17,86,6,702
Vara,9,40,41,5,2268
Vara,13,27,56,5,4923
Vara,14,27,18,9,2101
Vara,9,26,19,2,863
Vara,11,31,83,8,4804
Vara,15,34,68,9,4292
Iarna,11,-7,81,4,395
Iarna,11,2,81,5,266
Toamna,8,20,88,8,590
Vara,15,27,6,9,699
Primavara,16,27,61,5,1016
Iarna,9,-10,1,7,182
Iarna,14,-3,84,8,453
Toamna,8,16,25,9,251
Iarna,14,-14,68,2,289
Primavara,11,23,30,5,622
Vara,16,38,22,10,2262
Toamna,15,12,39,9,431
Primavara,15,20,85,10,2020
Toamna,10,12,80,3,984
Toamna,9,13,67,4,546
Iarna,15,-9,77,9,260
Vara,11,33,94,5,4070
Primavara,12,26,48,3,658
Iarna,10,-16,98,7,360
Primavara,16,22,98,2,1405
Vara,16,31,42,9,1332
Vara,11,34,70,2,3243
Iarna,11,-11,49,9,69
Iarna,14,-7,4,5,51
Vara,8,33,28,2,2231
Toamna,14,11,40,5,313
Primavara,14,21,31,10,967
Iarna,9,-16,72,6,421
Toamna,14,24,32,7,376
Iarna,9,-8,33,4,150
Vara,16,34,74,2,2877
Primavara,14,16,77,8,1692
Vara,15,29,5,5,2359
Vara,10,30,54,3,3029
Vara,14,31,83,2,3941
Primavara,14,16,51,10,2172
Vara,8,39,92,6,2694
Vara,12,40,41,8,2023
Primavara,13,20,1,7,699
Primavara,8,27,88,5,2138
Vara,8,35,100,9,3574
Primavara,16,15,87,6,1037
Toamna,15,19,7,2,119
Iarna,11,3,94,9,482
Iarna,13,-10,75,7,341
Toamna,8,13,96,8,764
Toamna,10,11,13,9,492
Primavara,13,15,93,3,1867
Iarna,15,-18,48,5,13
Iarna,10,-11,70,6,287
Vara,12,27,62,9,2675
Iarna,11,1,83,2,433
Vara,15,31,76,2,2977
Toamna,12,13,18,7,323
Toamna,15,16,95,3,843
Primavara,8,21,39,4,595
Primavara,8,27,22,2,952
Iarna,16,-19,60,7,341
Iarna,12,-20,75,10,251
Vara,12,30,55,10,3852
Iarna,10,-1,37,5,134
Iarna,13,1,42,2,217
Toamna,12,10,78,2,862
Iarna,15,-5,65,3,308
Toamna,12,13,10,5,483
Toamna,8,12,91,3,961
Iarna,15,-4,62,4,448
Toamna,11,23,78,5,935
Iarna,12,-8,62,5,436
Toamna,13,25,40,5,435
Vara,11,39,53,9,4915
Primavara,11,21,27,8,744
Vara,11,35,29,6,1076
Toamna,16,23,39,4,307
Primavara,10,28,67,8,2469
Vara,10,25,68,7,4645
Iarna,13,-15,19,7,19
Iarna,14,-2,24,4,95
Primavara,15,23,52,5,1824
Toamna,12,14,79,2,903
Vara,14,28,32,8,2228
Primavara,15,25,44,8,746
Toamna,11,24,13,3,412
Vara,9,31,62,8,3762
Iarna,8,-17,22,3,95
Vara,15,39,17,7,1974
Iarna,13,-13,86,9,343
Toamna,10,22,60,7,644
Toamna,8,24,54,4,865
Toamna,15,13,39,2,126
Vara,10,39,6,8,1251
Vara,10,33,64,7,3104
Iarna,8,-18,100,2,332
Iarna,14,-20,21,4,80
Primavara,13,20,11,8,787
Vara,16,25,50,9,557
Toamna,13,23,76,4,930
Toamna,8,14,29,7,349
Primavara,10,19,28,10,676
Iarna,11,2,76,3,417
Vara,12,34,50,5,2267
Primavara,12,22,69,3,2091
Toamna,16,18,59,6,914
Toamna,8,17,83,4,683
Vara,16,39,23,4,1212
Iarna,8,-11,5,8,115
Iarna,16,-9,60,10,260
Iarna,12,5,24,7,46
Iarna,8,-7,60,7,284
Toamna,15,21,34,10,313
Toamna,11,25,75,5,505
Iarna,16,-12,7,3,201
Toamna,8,21,20,3,302
Iarna,8,-4,7,3,184
Toamna,16,13,66,5,519
Vara,13,35,31,3,720
Toamna,10,15,71,3,907
Vara,13,32,90,3,2610
Primavara,9,25,16,3,738
Iarna,16,-19,14,7,217
Vara,9,27,21,4,986
Vara,10,25,65,7,4786
Toamna,15,25,64,7,551
Primavara,10,15,20,7,752
Primavara,13,30,28,3,762
Iarna,12,2,32,5,207
Primavara,13,25,21,3,685
Vara,16,39,21,8,1831
Primavara,10,26,91,10,1196
Toamna,8,17,28,6,179
Toamna,8,14,10,3,209
Toamna,14,14,47,7,301
Iarna,16,-17,11,5,51
Toamna,10,23,97,7,791
Toamna,12,22,79,8,578
Primavara,14,26,47,3,684
Primavara,11,29,37,9,542
Vara,10,33,34,10,1079
Iarna,13,-1,17,9,174
Vara,9,28,82,2,3929
Iarna,14,-11,24,8,210
Vara,9,31,9,6,979
Primavara,13,15,35,6,597
Iarna,13,-19,67,4,369
Iarna,14,-6,28,3,126
Primavara,15,25,15,7,643
Vara,13,36,85,6,3390
Toamna,16,22,88,6,828
Primavara,11,15,71,2,1654
Toamna,15,18,87,8,688
Vara,14,39,18,8,2108
Vara,9,29,39,10,1294
Primavara,12,18,1,6,613
Primavara,14,18,17,9,974
Iarna,12,5,4,5,47
Toamna,14,12,27,7,117
Toamna,11,19,67,3,614
Toamna,13,12,75,7,650
Iarna,11,-9,63,8,402
Toamna,8,23,8,10,321
Toamna,8,21,37,7,459
Iarna,11,2,13,9,88
Vara,13,27,92,4,4661
Iarna,12,-6,72,3,486
Vara,15,25,26,7,874
Iarna,15,1,31,2,162
Iarna,16,-6,16,3,194
Toamna,9,25,81,3,584
Iarna,16,4,51,4,257
Vara,12,40,13,3,1008
Primavara,8,19,12,6,713
Vara,8,38,1,4,1312
Toamna,10,11,97,4,911
Primavara,10,17,66,6,1307
Iarna,9,-6,25,3,74
Vara,16,40,93,3,3363
Primavara,15,15,5,3,593
Primavara,12,19,33,3,679
Vara,11,38,74,10,3871
Primavara,14,27,11,9,800
Vara,14,38,36,10,858
Vara,11,34,61,7,4731
Primavara,15,30,47,8,615
Iarna,15,-9,0,4,205
Iarna,15,-13,8,8,93
Vara,11,38,9,4,864
Vara,9,35,50,3,2202
Iarna,14,-20,55,7,422
Toamna,15,12,96,7,824
Iarna,11,2,44,3,239
Primavara,8,17,4,10,743
Iarna,9,-14,94,5,319
Vara,8,39,57,3,4271
Vara,12,40,5,2,1666
Vara,10,31,62,2,3762
Iarna,13,-15,47,8,167
Primavara,9,19,99,7,1088
Iarna,14,2,84,2,284
Toamna,13,12,95,10,625
Toamna,13,17,52,7,631
Primavara,8,19,48,9,558
Vara,10,35,67,3,3466
Toamna,15,24,36,8,333
Iarna,14,-2,21,10,205
Vara,11,39,62,9,4909
Primavara,11,28,11,2,924
Toamna,13,20,46,10,373
Primavara,10,19,56,10,1764
Toamna,8,11,11,5,167
Toamna,14,23,45,6,420
Iarna,11,-1,60,5,411
Toamna,12,23,67,9,999
Iarna,8,-8,67,2,307
Vara,10,31,17,10,1504
Primavara,14,16,35,8,743
Primavara,13,27,68,4,1856
Vara,9,29,4,8,1306
Toamna,11,24,99,9,962
Vara,16,26,61,6,4289
Primavara,10,23,0,5,561
Primavara,16,18,78,6,2360
Primavara,16,29,83,8,1600
Primavara,16,27,70,6,2444
Primavara,13,26,39,6,602
Iarna,11,-14,37,4,65
Iarna,11,5,62,5,328
Primavara,15,21,42,4,988
Vara,9,35,97,3,3822
Primavara,13,28,63,5,1461
Iarna,13,3,19,9,149
Toamna,10,19,51,10,725
Toamna,12,12,79,2,673
Iarna,9,-10,48,4,237
Vara,9,38,63,5,2849
Iarna,15,-7,3,7,162
Iarna,16,-1,86,8,438
Toamna,15,17,60,7,793
Toamna,13,10,22,8,325
Primavara,11,19,59,7,1040
Toamna,14,24,65,8,543
Vara,16,38,1,8,1955
Toamna,16,20,13,2,473
Toamna,8,21,56,5,674
Primavara,10,26,2,2,851
Vara,11,40,99,5,3409
Iarna,12,-8,10,8,126
Vara,10,25,80,8,4238
Vara,8,28,21,5,2331
Primavara,13,18,16,2,609
Toamna,10,17,21,2,269
Iarna,9,3,81,3,436
Toamna,11,13,99,10,811
Iarna,8,-19,58,9,293
Toamna,16,25,1,5,257
Iarna,14,-7,7,2,172
Toamna,13,22,68,9,774
Primavara,12,18,84,6,2208
Iarna,10,-9,34,4,161
